id,prompt,response,label,source
8c3b37d7-3320-4186-a8f7-eb1aa5923fae,Столица Франции? [syn:1115],Париж,0,synthetic
f913b780-410f-4948-b84d-f843a7b5c095,Capital of Japan? [syn:1678],Seoul,1,synthetic
603e424c-80ac-42b7-8280-430838826c39,Capital of Japan? [syn:1451],Tokyo,0,synthetic
b7c20abe-eea4-4d9b-8153-e06ccc6bf49c,Capital of Japan? [syn:1213],Tokyo,0,synthetic
b94b657c-5cc9-423d-ad1c-9373509dd0e7,What is 7 * 8? [syn:632],56,0,synthetic
a62a4b2f-ef70-4cf0-ad88-e4d110400808,Сколько будет 2 + 2? [syn:1893],5,1,synthetic
eb3dcf5e-cbac-4f1a-9ae7-698d685785b9,Что такое вода? [syn:1248],Вода — это H2O.,0,synthetic
266123bb-fa22-4140-bcf1-e8c7afe861cf,Сколько будет 2 + 2? [syn:192],22,1,synthetic
4ecab20d-692f-41e2-9db4-51e11de2d935,Capital of Japan? [syn:2428],Tokyo,0,synthetic
50b4be0d-63a1-41af-ac5c-361144224294,Что такое вода? [syn:1201],Вода — это H2O.,0,synthetic
055c8c86-23d2-46a3-a6cb-eb8ba59c6c88,What is 7 * 8? [syn:395],56,0,synthetic
dc600848-e047-44c7-979c-2b420d3b8232,Сколько будет 2 + 2? [syn:1458],5,1,synthetic
sup416,В корпоративных финансах и учёте: что верно про «Денежный поток от операций»?,только выручка без изменения оборотного капитала,1,supplemental
sup271,В корпоративной ИТ-архитектуре: что такое Helm chart?,шаблон манифестов и values для релиза,0,supplemental
sup153,Кто написал «Горе от ума»?,Александр Грибоедов,0,supplemental
596cb884-75dc-4b66-8894-1a5ac47f94fa,Что такое вода? [syn:1797],"Вода — это металл, плавящийся при 2000°C.",1,synthetic
2b4eae19-d2a2-46f6-83c1-024ab32ee695,Сколько будет 2 + 2? [syn:1080],22,1,synthetic
be5e61b5-f495-4bdf-ad70-1f33329686f5,Что такое вода? [syn:1312],"Вода — это металл, плавящийся при 2000°C.",1,synthetic
18caf2c9-2c38-4b7e-b2eb-15743a9aba89,Сколько будет 2 + 2? [syn:189],5,1,synthetic
552ec97a-37fd-450c-be9b-d3755dc02d4a,Capital of Japan? [syn:1832],Seoul,1,synthetic
55260b4e-84dc-478b-8abc-97319d8f74a7,Сколько будет 2 + 2? [syn:2938],4,0,synthetic
dbd64669-e060-4ad5-b83b-1dc436d5096a,Что такое вода? [syn:976],Вода — это H2O.,0,synthetic
sup432,В корпоративных финансах и учёте: что верно про «Лизинг vs кредит (общий смысл)»?,лизинг всегда идентичен потребительскому кредиту наличными,1,supplemental
669c617a-6c18-4a69-b249-fda374cc5a4e,Что такое вода? [syn:2701],"Вода — это металл, плавящийся при 2000°C.",1,synthetic
sup189,Какой металл лучше всего проводит электричество среди распространённых?,Серебро,0,supplemental
334a4015-6c59-4d26-9b3d-cac60c691b68,Столица Франции? [syn:444],Берлин,1,synthetic
b39a65c3-ce76-4275-b5c4-f38a6cc58741,Сколько будет 2 + 2? [syn:451],4,0,synthetic
108b49f7-586e-40ae-9c52-f368cf03cdee,Столица Франции? [syn:1570],Берлин,1,synthetic
d873296e-890c-453f-8cc6-66187ae2ec8e,What is 7 * 8? [syn:437],56,0,synthetic
b7ad0c42-2e0f-4d61-92c8-9fa6f7bc851c,Сколько будет 2 + 2? [syn:2937],4,0,synthetic
097bbce1-daeb-4750-9d8c-222585842b01,Capital of Japan? [syn:2711],Seoul,1,synthetic
sup163,What is the purpose of a database index?,Speed up queries at the cost of extra storage/maintenance,0,supplemental
2fc3839e-104e-4da7-afdb-f149dacba870,Что такое вода? [syn:1731],"Вода — это металл, плавящийся при 2000°C.",1,synthetic
a4d6cb1b-4473-4871-bba7-50d75eeecb5c,Что такое вода? [syn:360],Вода — это H2O.,0,synthetic
eb961c9f-576f-4473-9d3a-c2d969f18c1c,Сколько будет 2 + 2? [syn:2714],4,0,synthetic
3703bdb2-3909-4a2c-b092-d69ab974fc02,Сколько будет 2 + 2? [syn:1557],22,1,synthetic
6187c3e1-2e72-4c37-ba29-09becc26fc05,Что такое вода? [syn:1835],"Вода — это металл, плавящийся при 2000°C.",1,synthetic
959b305d-911a-4fd5-9f2d-670b3e6ea12d,Столица Франции? [syn:1455],Париж,0,synthetic
901b4748-edd9-4749-84c0-0494acbc5583,Capital of Japan? [syn:354],Tokyo,0,synthetic
fc4cea0e-7b35-4eab-a1d1-9d57c65e0e58,What is 7 * 8? [syn:2393],54,1,synthetic
57dd2823-bf43-4c27-acea-84e8f5d0222c,Сколько будет 2 + 2? [syn:476],5,1,synthetic
182d229d-63e8-493f-983a-a77a9d7f8f23,Сколько будет 2 + 2? [syn:2802],4,0,synthetic
af7d5e9a-a08d-4bfc-980d-07a3db030ffb,What is 7 * 8? [syn:2460],56,0,synthetic
77a129a2-b363-4735-9b6b-16beb692d8fe,Сколько будет 2 + 2? [syn:31],22,1,synthetic
c6f5c88e-3e81-4632-a8a9-24b5266effca,Столица Франции? [syn:1040],Берлин,1,synthetic
bd429f92-b60c-45c7-9f08-66df9c419e3e,Столица Франции? [syn:2099],Париж,0,synthetic
c4041e7e-0537-4581-8a9b-9de3d6db5b62,Capital of Japan? [syn:1889],Tokyo,0,synthetic
6d271d78-efed-4a3a-9b40-b8c48c0f6d1e,Сколько будет 2 + 2? [syn:1692],22,1,synthetic
6dd60683-ebfa-4576-94bc-d68b7d17075e,Сколько будет 2 + 2? [syn:2581],22,1,synthetic
dd3a7094-5706-4f51-b2a4-44ebd4e5dd32,What is 7 * 8? [syn:1037],54,1,synthetic
77138c54-ccd0-4e5b-9fcf-d04cea3bb41d,Capital of Japan? [syn:2355],Seoul,1,synthetic
ffa034e1-ed53-42c9-93a3-ff636ab180af,Столица Франции? [syn:1050],Париж,0,synthetic
ea451a8b-c6fe-42f9-ab89-c383e14e6b15,Сколько будет 2 + 2? [syn:310],4,0,synthetic
b8781e17-2368-47d3-9c3d-629c15c5d3d5,Capital of Japan? [syn:1429],Tokyo,0,synthetic
397049ea-3306-4910-8cea-d537e5b93ff5,Сколько будет 2 + 2? [syn:1042],4,0,synthetic
9d423e77-dee6-4db8-9c54-515302400147,What is 7 * 8? [syn:2629],56,0,synthetic
9bcda1d0-9554-4f7d-81be-2219f78e3b14,Столица Франции? [syn:71],Париж,0,synthetic
2cde7efd-dbb9-4413-bdbc-be17138893ec,Столица Франции? [syn:1771],Париж,0,synthetic
15167d42-a56e-4338-bb06-597c8d0337a5,What is 7 * 8? [syn:791],54,1,synthetic
4c6ea143-0eca-46d9-b194-350bf0f7f8f4,Capital of Japan? [syn:649],Tokyo,0,synthetic
b1c78762-f92b-44e7-a27d-fc6d25f8e78b,Что такое вода? [syn:2179],"Вода — это металл, плавящийся при 2000°C.",1,synthetic
d9c4ece7-5b6d-418c-8be4-d93f131fa748,Capital of Japan? [syn:805],Tokyo,0,synthetic
d4c32cae-a71d-4f16-a826-2e3b76211057,Столица Франции? [syn:138],Берлин,1,synthetic
3885d01a-e09b-4ced-91d5-8e3454f9bddf,Capital of Japan? [syn:2040],Seoul,1,synthetic
78a4f1d9-0164-4152-a9b3-7445221b69e2,What is 7 * 8? [syn:2839],56,0,synthetic
37d8c133-a22b-4b3d-a7fe-ec74910d8b5e,Что такое вода? [syn:2653],"Вода — это металл, плавящийся при 2000°C.",1,synthetic
7d0a3dfe-cea2-4c9e-8071-2241cfb1871f,Capital of Japan? [syn:1152],Tokyo,0,synthetic
acc602c5-b5ce-4505-8bed-46f2e0e78c76,Что такое вода? [syn:1215],"Вода — это металл, плавящийся при 2000°C.",1,synthetic
6fd0f265-be5f-4f23-99ca-73319afecc16,Сколько будет 2 + 2? [syn:228],5,1,synthetic
f5d31232-4730-4fa7-b838-2b1462eb5b01,Столица Франции? [syn:1430],Париж,0,synthetic
4d20b25f-e089-4342-b32d-de74c29cd7bb,Столица Франции? [syn:1769],Берлин,1,synthetic
sup445,В корпоративных финансах и учёте: что верно про «Фондовая биржа (роль)»?,организованный рынок ценных бумаг,0,supplemental
5cbd7d66-bdcb-411f-93ec-3b2af094d8c6,Сколько будет 2 + 2? [syn:1068],22,1,synthetic
c029a207-2207-42d6-8b9f-4d9b576f7eb6,Сколько будет 2 + 2? [syn:2691],22,1,synthetic
sup302,В корпоративной информационной безопасности: что описывает или означает «EDR»?,только сетевой IDS без агентов на хостах,1,supplemental
c0e5041d-3f87-4530-a7a3-b0cdca950b9e,Что такое вода? [syn:2412],"Вода — это металл, плавящийся при 2000°C.",1,synthetic
1c7ed111-8753-443a-a25b-6b682fd20cfd,Столица Франции? [syn:2062],Париж,0,synthetic
39d0716a-4837-49c1-810e-c724af738e75,Сколько будет 2 + 2? [syn:1727],4,0,synthetic
0e31c61f-0b0b-40a1-b4b3-4233565d9b1a,Сколько будет 2 + 2? [syn:1989],5,1,synthetic
137bfb85-ad83-4640-a929-29f4d108a111,Сколько будет 2 + 2? [syn:674],4,0,synthetic
f011a0f8-7a42-487f-82df-bb7d87ff8e79,Что такое вода? [syn:258],"Вода — это металл, плавящийся при 2000°C.",1,synthetic
sup347,В корпоративной информационной безопасности: что описывает или означает «Маскирование ПДн в non-prod»?,замена реальных значений тестовыми,0,supplemental
8061fd97-ac15-4252-8fe6-727d4575b3a5,Столица Франции? [syn:1424],Берлин,1,synthetic
2c564a5d-5f95-4bcf-a074-bdbc80575ee1,What is 7 * 8? [syn:2953],56,0,synthetic
sup379,В корпоративных финансах и учёте: что верно про «Кредитный риск»?,риск неисполнения контрагентом обязательств,0,supplemental
828005ad-9761-4a8e-84d3-59b32bd06e67,Что такое вода? [syn:1320],"Вода — это металл, плавящийся при 2000°C.",1,synthetic
sup274,В корпоративной ИТ-архитектуре: что такое Canary deployment?,мгновенное 100% переключение без метрик,1,supplemental
sup157,Какая частица отвечает за перенос сильного взаимодействия?,Глюон,0,supplemental
db110689-5060-444e-a3d0-e39422f238c4,Capital of Japan? [syn:1234],Tokyo,0,synthetic
4ab41ffb-d24f-4f7f-a390-15bb8ed4b5ff,Capital of Japan? [syn:2995],Tokyo,0,synthetic
e5819529-815f-48e7-880d-f9d6e5546ccd,Сколько будет 2 + 2? [syn:1413],22,1,synthetic
e42defd4-bc7a-4a32-98ba-ccdd4e62bab0,Столица Франции? [syn:1906],Париж,0,synthetic
e1836db2-7424-4462-a6a9-2c512dd453e0,What is 7 * 8? [syn:1082],54,1,synthetic
8f64cd27-d50c-48f6-bf6f-920045ccc1f2,Сколько будет 2 + 2? [syn:2510],22,1,synthetic
b3ef8105-5d42-408f-8025-1c61a33ec700,Capital of Japan? [syn:1633],Seoul,1,synthetic
sup358,В корпоративной информационной безопасности: что описывает или означает «Контроль целостности конфигурации»?,ручное редактирование без версионирования,1,supplemental
1f242e63-1aed-4eaf-8b11-2ca55499d56c,What is 7 * 8? [syn:1867],54,1,synthetic
a25ba338-aa90-4000-bb3e-25f0be0b65be,Сколько будет 2 + 2? [syn:113],22,1,synthetic
46de3adf-d152-44d4-8aad-dff98c92f5d0,Сколько будет 2 + 2? [syn:537],22,1,synthetic
76b2707f-639a-4190-a6bb-65f0c05e8e6f,Сколько будет 2 + 2? [syn:2731],4,0,synthetic
6177d72e-b880-4ac6-8f42-38c9f095d878,Что такое вода? [syn:1775],"Вода — это металл, плавящийся при 2000°C.",1,synthetic
2d6806cb-5567-4f07-9ceb-eaf749f56f6e,Capital of Japan? [syn:2006],Tokyo,0,synthetic
f6054d2d-d4d0-427b-aee9-b4caeec5d901,Столица Франции? [syn:2336],Берлин,1,synthetic
0a2b053d-2418-448a-a677-683b25cc23ab,What is 7 * 8? [syn:464],56,0,synthetic
e88d5093-8276-4f68-847e-928a682874e3,Столица Франции? [syn:1804],Берлин,1,synthetic
14f813b8-b484-4fcd-9145-3cbbc39a5243,Столица Франции? [syn:42],Париж,0,synthetic
f4b4bedc-9b0a-40a2-a001-2060c3ac60e0,Сколько будет 2 + 2? [syn:943],22,1,synthetic
43d30e0a-05b7-4dd7-8042-5b5bfcdb491e,Столица Франции? [syn:1599],Париж,0,synthetic
8da29e8a-206f-47e8-a193-2c3f0e5ce4df,What is 7 * 8? [syn:117],54,1,synthetic
5bcd4c4f-1295-4e16-ba12-80fc00f5c83e,Capital of Japan? [syn:91],Seoul,1,synthetic
d2695b4a-5cd1-4716-8932-4dc40e53b49f,Capital of Japan? [syn:1291],Tokyo,0,synthetic
96bd8fee-cab0-4c42-ae08-c697a060dd22,Столица Франции? [syn:2985],Берлин,1,synthetic
52bf8ca8-6ad2-42fc-9559-40e5f1e6dcf8,Сколько будет 2 + 2? [syn:1610],4,0,synthetic
d431673f-a38d-4cac-98fe-ae708c9d9182,Столица Франции? [syn:806],Париж,0,synthetic
53d7cf9b-2d86-47b8-8057-96226c644a30,Capital of Japan? [syn:1698],Tokyo,0,synthetic
b68abe1b-28f5-48f5-b0b4-0d4029659352,Capital of Japan? [syn:2553],Seoul,1,synthetic
93e431bc-82ad-446e-adc6-d2e44eb13f7a,Сколько будет 2 + 2? [syn:160],22,1,synthetic
sup190,Какой металл лучше всего проводит электричество среди распространённых?,Железо,1,supplemental
7905ebb6-d0b4-41dd-beb3-799506d62d6c,Сколько будет 2 + 2? [syn:1619],22,1,synthetic
3597e28a-9f33-481c-a56a-88ca5d182b86,Столица Франции? [syn:703],Париж,0,synthetic
sup244,В корпоративной ИТ-архитектуре: что такое CQRS?,шифрование данных на транспортном уровне TLS,1,supplemental
fe90d3a8-a9d9-48dd-99d3-66435700225a,Что такое вода? [syn:622],"Вода — это металл, плавящийся при 2000°C.",1,synthetic
3df0b17f-184f-4300-90d1-28794d437f70,Capital of Japan? [syn:782],Seoul,1,synthetic
abcbd899-9828-4f7d-80e4-e351e0384cfc,Столица Франции? [syn:2532],Берлин,1,synthetic
1bf83179-72ac-406c-be7a-d93f12da3df7,Что такое вода? [syn:1699],Вода — это H2O.,0,synthetic
5d01082a-efbc-4feb-b6d8-2004a65fc709,Capital of Japan? [syn:1823],Tokyo,0,synthetic
f02ead4e-03a1-4e30-b2c8-98ae904036b9,Capital of Japan? [syn:2512],Seoul,1,synthetic
fa1f03d5-64a7-47d2-8e47-618f2555c079,Что такое вода? [syn:2371],Вода — это H2O.,0,synthetic
40baf9ab-c73e-4b60-a212-3729ab4fafea,Сколько будет 2 + 2? [syn:531],22,1,synthetic
0f5e6512-88f1-4cb0-9de6-7333d960b0cf,Сколько будет 2 + 2? [syn:1750],4,0,synthetic
32a8ffee-52da-49aa-9d47-2956877249fb,Capital of Japan? [syn:2487],Seoul,1,synthetic
sup088,Кто написал «Гарри Поттера и философский камень»?,Дж. Р. Р. Толкин,1,supplemental
39749c2d-97e6-41fc-8e6c-558b2a53d141,Столица Франции? [syn:871],Париж,0,synthetic
51d095df-6e5a-4646-9c3c-edc33a96524b,Сколько будет 2 + 2? [syn:1535],5,1,synthetic
d1080f16-e1f2-4543-b5c5-4ccb01735a2f,Сколько будет 2 + 2? [syn:2641],4,0,synthetic
cd32053c-fb1e-4ce9-9d66-e463016b42bc,Сколько будет 2 + 2? [syn:2687],4,0,synthetic
ee1014a2-a86c-4757-ba16-71351e0e94bd,Сколько будет 2 + 2? [syn:14],4,0,synthetic
d20400f8-a91e-4a29-93bb-00d8d6bce2e4,Capital of Japan? [syn:1007],Tokyo,0,synthetic
6c11c071-bfd0-4a5e-b520-6f0c577ceb33,Столица Франции? [syn:1515],Париж,0,synthetic
sup290,В корпоративной информационной безопасности: что описывает или означает «TLS 1.3»?,протокол передачи файлов FTP без шифрования,1,supplemental
367d4453-edc0-4bb8-a54c-4e0fa542dd69,Сколько будет 2 + 2? [syn:1191],22,1,synthetic
d48b93d7-b2e2-4417-891e-0262be6fb9db,Столица Франции? [syn:2699],Берлин,1,synthetic
sup403,В корпоративных финансах и учёте: что верно про «Процентный риск»?,риск изменения ставок для стоимости инструментов,0,supplemental
4c151a84-bb8c-4558-9706-ad6d402e17a0,What is 7 * 8? [syn:2772],54,1,synthetic
1a1fd22f-7e81-45ce-8626-9caf40b1e446,Столица Франции? [syn:654],Берлин,1,synthetic
81399780-7860-4ccd-8b98-9cabf29ee67c,What is 7 * 8? [syn:911],56,0,synthetic
c4439668-8fe6-4318-bd8d-ad1b3f1084a2,Capital of Japan? [syn:2368],Seoul,1,synthetic
571a1a25-01dd-4110-a4f3-d9c1a187b4d9,Capital of Japan? [syn:598],Tokyo,0,synthetic
sup434,В корпоративных финансах и учёте: что верно про «Дивидендная политика»?,эмиссия облигаций для рефинансирования без акционеров,1,supplemental
f0784595-ac74-4d71-93d8-8f368f1e5ef1,Capital of Japan? [syn:1089],Tokyo,0,synthetic
95d19e09-af56-4e8a-ad8b-dda883bd3740,What is 7 * 8? [syn:2585],56,0,synthetic
75225ff7-c5bd-41f0-a03d-1c648fbd7b8e,Что такое вода? [syn:440],"Вода — это металл, плавящийся при 2000°C.",1,synthetic
f6ac8b72-8ad0-43bb-b042-8ad5c4299d20,Сколько будет 2 + 2? [syn:1884],5,1,synthetic
sup459,В инженерной практике ПО и сетей: что верно про «Идемпотентность PUT»?,повтор запроса оставляет ресурс в том же состоянии,0,supplemental
54255316-c23e-4162-8579-50e902ffd37f,Сколько будет 2 + 2? [syn:1740],4,0,synthetic
679d2897-2240-4875-a62c-2bd2b1be37fd,Что такое вода? [syn:2054],"Вода — это металл, плавящийся при 2000°C.",1,synthetic
56dd39c1-0e8f-4cd1-a7b0-dd5408635022,What is 7 * 8? [syn:1785],54,1,synthetic
d22ad193-7002-4ccc-a25f-2ceda94204d8,Столица Франции? [syn:2421],Берлин,1,synthetic
sup217,В корпоративной ИТ-архитектуре: что такое OAuth 2.0?,делегирование доступа к ресурсам без передачи пароля,0,supplemental
69b3b1b4-e55e-4421-8c5a-8cd376b0af60,Сколько будет 2 + 2? [syn:334],4,0,synthetic
sup234,В корпоративной ИТ-архитектуре: что такое API Gateway?,хранилище бэкапов на ленте,1,supplemental
189ef825-1e42-48fb-a809-3401a7abdbcb,Что такое вода? [syn:2876],Вода — это H2O.,0,synthetic
bd407cf2-331b-4f96-a905-579ed8759d15,Сколько будет 2 + 2? [syn:740],22,1,synthetic
eb4ef1bf-723d-4c48-88d9-2f0eabc3362c,What is 7 * 8? [syn:2502],56,0,synthetic
72ddca46-36fe-490a-bf12-48d7beac904a,Capital of Japan? [syn:695],Tokyo,0,synthetic
d89688a1-2b72-473e-849e-f898326f6c99,Capital of Japan? [syn:2302],Seoul,1,synthetic
ce106008-1a65-41fe-86d1-8698825d854a,What is 7 * 8? [syn:873],54,1,synthetic
32386287-a0df-4c0d-b3f2-1d9d1a0f6508,Capital of Japan? [syn:2536],Tokyo,0,synthetic
7f2a5505-9bf8-4a1f-b46b-ffd7120ef8d0,Столица Франции? [syn:2790],Берлин,1,synthetic
2ed6fb33-e4f0-4d4c-99eb-0d7933f4f9de,Столица Франции? [syn:2959],Берлин,1,synthetic
sup338,В корпоративной информационной безопасности: что описывает или означает «Token bucket (rate limiting)»?,неограниченный burst без квот,1,supplemental
e77189c3-bb5c-4fb9-842f-4b8652bfab2a,What is 7 * 8? [syn:2041],54,1,synthetic
82aea0cf-1d9e-43c3-b3f1-6d805be6f803,Столица Франции? [syn:658],Берлин,1,synthetic
7ec44ea5-2ec7-4512-9caa-f3f94a2569c8,Столица Франции? [syn:899],Берлин,1,synthetic
0596fc43-2f07-4206-b920-2f68bf7c3e01,What is 7 * 8? [syn:668],56,0,synthetic
7db96dc2-08ec-47a9-bfd4-f21177f02fef,What is 7 * 8? [syn:213],56,0,synthetic
1d3aca52-bc7a-410d-b222-3f448d64e22d,Сколько будет 2 + 2? [syn:1891],22,1,synthetic
98da6e48-c657-4105-a72b-4ef4963dda78,Capital of Japan? [syn:1971],Seoul,1,synthetic
074f1ea8-d17c-48c9-989c-1a21a03c6d94,Capital of Japan? [syn:2950],Seoul,1,synthetic
ea372e64-9a47-4f7f-83eb-bb415cde2efd,Сколько будет 2 + 2? [syn:751],5,1,synthetic
41d0b98e-be9d-4300-81cc-c87ae959a0d5,Capital of Japan? [syn:24],Seoul,1,synthetic
bb06f764-55b3-4ff4-8d33-f4f33b74bcef,Столица Франции? [syn:2351],Париж,0,synthetic
sup077,Кто написал «Евгений Онегин»?,Александр Пушкин,0,supplemental
1babfbcd-0ade-4fb5-946d-17e31784b73f,Что такое вода? [syn:2526],"Вода — это металл, плавящийся при 2000°C.",1,synthetic
e114ba2f-b409-4685-8c9a-c333b6e9c966,Сколько будет 2 + 2? [syn:1450],5,1,synthetic
9c31e364-fd47-496f-be5c-10c3e0c9cc0d,What is 7 * 8? [syn:477],54,1,synthetic
344d9d53-9e9e-4bd7-9699-496b67f9475f,Сколько будет 2 + 2? [syn:72],22,1,synthetic
de8c5e06-bee7-4d6d-9f56-32324ac553dd,Capital of Japan? [syn:2298],Tokyo,0,synthetic
3a768471-a23f-411a-912f-54ddd1981538,What is 7 * 8? [syn:2865],56,0,synthetic
4c3af53f-283d-4b45-b0d1-a2bb120b1261,What is 7 * 8? [syn:1390],56,0,synthetic
sup219,В корпоративной ИТ-архитектуре: что такое JWT?,подписанный токен с claims для аутентификации,0,supplemental
3df4144a-8969-455f-bf0c-0a3515b08af0,Сколько будет 2 + 2? [syn:2497],4,0,synthetic
765f3b3b-abcf-4830-bfd1-5f49660378fa,Столица Франции? [syn:1635],Париж,0,synthetic
ac4aba2c-e112-4c15-8ece-56e6075096f9,Столица Франции? [syn:2348],Париж,0,synthetic
c8b53fb5-fed1-46fc-989a-4f50a947a691,What is 7 * 8? [syn:1075],56,0,synthetic
sup453,В инженерной практике ПО и сетей: что верно про «TCP против UDP»?,"TCP — надёжная доставка с установкой соединения; UDP — без гарантий, быстрее для потоков",0,supplemental
sup131,Что такое идемпотентность HTTP-метода в REST?,"Повторный вызов даёт тот же эффект, что и один",0,supplemental
13d755ae-ab44-48e8-a3df-94f14c6cd4f2,Столица Франции? [syn:634],Париж,0,synthetic
sup316,В корпоративной информационной безопасности: что описывает или означает «HSTS»?,сжатие HTTP-ответов gzip,1,supplemental
a33ddd25-e76b-4049-9082-aa0a58abeec2,Сколько будет 2 + 2? [syn:730],5,1,synthetic
f79b14f4-7929-4916-9e65-7f65a5cb4ff8,What is 7 * 8? [syn:331],56,0,synthetic
b653528d-610d-42d0-bcac-2276fe22bda9,Capital of Japan? [syn:2257],Tokyo,0,synthetic
sup455,В инженерной практике ПО и сетей: что верно про «DNS»?,система имён доменов и разрешения в IP,0,supplemental
658f7d38-ee6b-46c7-a71f-2e0c18b31114,What is 7 * 8? [syn:836],54,1,synthetic
56bf28a7-4758-4eab-90d3-3da695ca5c52,Capital of Japan? [syn:2922],Tokyo,0,synthetic
